STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,SHAPE_AREA,SHAPE_LEN
25,025,981000,25025981000,9810,Census Tract 9810,G5020,1126260.00000000,4754.00000000,+42.2988831,-071.1267059,12173242.68000000,279.45920000,22,5,0175656,148646,0004035,0148646,1130935.76741000009,6061.14255426000
25,025,010203,25025010203,102.03,Census Tract 102.03,G5020,365106.00000000,1185.00000000,+42.3453168,-071.0968040,3942467.47000000,90.50660000,5569,3663,0174917,147907,0003861,0147907,366268.68296300003,3397.59649315000
25,025,082000,25025082000,820,Census Tract 820,G5020,392158.00000000,0.00000000,+42.3137479,-071.0839483,4220856.09000000,96.89750000,2815,1278,0175214,148204,0003939,0148204,392131.92363600002,2564.93632955000
25,025,051200,25025051200,512,Census Tract 512,G5020,412098.00000000,496108.00000000,+42.3642605,-071.0365915,4435460.51000000,101.82420000,2379,1160,0175060,148050,0003900,0148050,412069.40422600001,6755.72986812000
25,025,090100,25025090100,901,Census Tract 901,G5020,446992.00000000,0.00000000,+42.3023757,-071.0820198,4811070.98000000,110.44700000,4571,1863,0175222,148212,0003941,0148212,446964.90258200001,3231.05155224000
25,025,082100,25025082100,821,Census Tract 821,G5020,370577.00000000,0.00000000,+42.3094485,-071.0872292,3988567.24000000,91.56490000,5025,2117,0175218,148208,0003940,0148208,370551.50945800002,2647.40774258000
25,025,050500,25025050500,505,Census Tract 505,G5020,114773.00000000,0.00000000,+42.3697766,-071.0339104,1235330.00000000,28.35930000,1857,702,0175038,148028,0003894,0148028,114766.37031499999,1374.85276249000
25,025,050400,25025050400,504,Census Tract 504,G5020,131979.00000000,0.00000000,+42.3682184,-071.0379018,1420513.59000000,32.61050000,2372,1035,0175035,148025,0003893,0148025,131970.56015199999,1701.17180745000
25,025,050700,25025050700,507,Census Tract 507,G5020,271727.00000000,0.00000000,+42.3753575,-071.0332714,2924637.13000000,67.14040000,4504,1606,0175043,148033,0003896,0148033,271708.76156100002,2601.24753405000
25,027,730500,25027730500,7305,Census Tract 7305,G5020,2745541.00000000,807647.00000000,+42.2902384,-071.8050176,38243395.15000000,877.94750000,3535,1692,0190116,171661,0004111,0171661,3552941.89405999985,10776.15803170000
25,025,050600,25025050600,506,Census Tract 506,G5020,169229.00000000,0.00000000,+42.3718877,-071.0372695,1821435.10000000,41.81440000,2063,806,0175040,148030,0003895,0148030,169217.53368699999,1927.55002989000
25,025,180400,25025180400,1804,Census Tract 1804,G5020,582577.00000000,152069.00000000,+42.3773816,-070.9770258,6894565.45000000,158.27740000,1715,782,0175642,148632,0004030,0148632,640528.65709999995,3875.98612986000
25,027,730402,25027730402,7304.02,Census Tract 7304.02,G5020,720559.00000000,0.00000000,+42.2869132,-071.7911885,7755463.66000000,178.04090000,1660,676,0190113,171658,0004110,0171658,720509.03089499997,3603.34792183000
25,025,180101,25025180101,1801.01,Census Tract 1801.01,G5020,1137721.00000000,790428.00000000,+42.3869153,-070.9750268,12245564.93000000,281.11950000,4766,2502,0175628,148618,0004027,0148618,1137654.75561000011,5381.39008193000
25,025,980101,25025980101,9801.01,Census Tract 9801.01,G5020,3191250.00000000,5488830.00000000,+42.3265116,-070.9390337,35693132.84000000,819.40160000,535,0,0175650,148640,0004032,0148640,3316013.79991000006,27244.38742220000
25,025,060101,25025060101,601.01,Census Tract 601.01,G5020,295623.00000000,0.00000000,+42.3347618,-071.0279302,3181825.60000000,73.04470000,3216,1684,0175064,148054,0003901,0148054,295602.46437499998,2516.49836061000
25,025,981502,25025981502,9815.02,Census Tract 9815.02,G5020,1252250.00000000,27493.00000000,+42.3963670,-071.0043791,13774214.08000000,316.21240000,9,3,0175672,148662,0004041,0148662,1279671.50836000009,5701.93815273000
25,025,060600,25025060600,606,Census Tract 606,G5020,1260969.00000000,632511.00000000,+42.3495755,-071.0422812,13571977.55000000,311.56970000,2357,1530,0175088,148078,0003906,0148078,1260883.01285000006,9823.03677598000
25,025,160601,25025160601,1606.01,Census Tract 1606.01,G5020,659426.00000000,1953.00000000,+42.4023748,-071.0274593,7118592.04000000,163.42040000,4063,1570,0175568,148558,0004015,0148558,661341.48921699997,4153.46390917000
25,027,731102,25027731102,7311.02,Census Tract 7311.02,G5020,893826.00000000,0.00000000,+42.2632052,-071.8277499,9620363.51000000,220.85320000,2511,1063,0190160,171705,0004121,0171705,893764.58564599999,4092.46030669000
25,027,732500,25027732500,7325,Census Tract 7325,G5020,796115.00000000,0.00000000,+42.2542726,-071.8003438,8568624.06000000,196.70850000,1776,821,0190243,171788,0004140,0171788,796054.39297499997,4321.30300035000
25,025,060400,25025060400,604,Census Tract 604,G5020,399278.00000000,0.00000000,+42.3323988,-071.0428981,4297519.18000000,98.65750000,4904,2543,0175076,148066,0003904,0148066,399254.21203400003,2875.54295197000
25,025,060200,25025060200,602,Census Tract 602,G5020,170386.00000000,0.00000000,+42.3325583,-071.0326799,1833887.31000000,42.10030000,1916,999,0175069,148059,0003902,0148059,170374.39813700001,2302.58530593000
25,027,729100,25027729100,7291,Census Tract 7291,G5020,28291892.00000000,2357877.00000000,+42.3746499,-071.7862808,329889683.99000001,7573.22510000,4997,1597,0190081,171626,0004104,0171626,30647877.21429999918,36188.72667380000
25,025,081400,25025081400,814,Census Tract 814,G5020,620481.00000000,0.00000000,+42.3277602,-071.0937549,6678367.07000000,153.31420000,3003,1462,0175192,148182,0003934,0148182,620443.07883899997,4559.94357575000
25,025,081300,25025081300,813,Census Tract 813,G5020,580338.00000000,0.00000000,+42.3193270,-071.0976901,6246271.61000000,143.39470000,4760,2111,0175188,148178,0003933,0148178,580299.94701000000,4102.43375926000
25,027,739500,25027739500,7395,Census Tract 7395,G5020,16780101.00000000,461432.00000000,+42.3062710,-071.7285542,185573081.09000000,4260.17170000,7554,2699,0190357,171904,0004167,0171904,17240372.37049999833,21320.25607320000
25,025,081700,25025081700,817,Census Tract 817,G5020,633564.00000000,0.00000000,+42.3226962,-071.0860340,6819156.25000000,156.54630000,3820,1599,0175199,148189,0003936,0148189,633522.88034000003,3538.08764327000
25,025,081500,25025081500,815,Census Tract 815,G5020,336293.00000000,0.00000000,+42.3207186,-071.0929141,3619583.13000000,83.09420000,2134,905,0175196,148186,0003935,0148186,336271.61255700001,3565.20571439000
25,027,737200,25027737200,7372,Census Tract 7372,G5020,1478982.00000000,42541.00000000,+42.1915995,-071.7586119,16376337.89000000,375.94900000,1747,931,0190319,171864,0004158,0171864,1521417.67665000004,6916.36291875000
25,025,040300,25025040300,403,Census Tract 403,G5020,280098.00000000,0.00000000,+42.3787347,-071.0633841,3014756.67000000,69.20930000,3882,2037,0175007,147997,0003886,0147997,280081.18239199999,2994.72352186000
25,025,040200,25025040200,402,Census Tract 402,G5020,143569.00000000,0.00000000,+42.3768529,-071.0567931,1545294.90000000,35.47510000,1606,727,0175004,147994,0003885,0147994,143563.17334400001,2201.57581646000
25,025,050300,25025050300,503,Census Tract 503,G5020,355328.00000000,364097.00000000,+42.3722392,-071.0434118,3824484.97000000,87.79810000,2251,1041,0175032,148022,0003892,0148022,355307.71724299999,6431.69250967000
25,025,050200,25025050200,502,Census Tract 502,G5020,243272.00000000,0.00000000,+42.3775778,-071.0357577,2618361.16000000,60.10930000,5231,1834,0175027,148017,0003891,0148017,243254.68681300001,2951.24739026000
25,021,400400,25021400400,4004,Census Tract 4004,G5020,769492.00000000,0.00000000,+42.3421455,-071.1321550,8282187.29000000,190.13290000,5449,2869,0141514,123406,0003614,0123406,769443.41486300004,4088.95665159000
25,025,030500,25025030500,305,Census Tract 305,G5020,190734.00000000,292691.00000000,+42.3675368,-071.0519594,2052881.84000000,47.12770000,2538,1656,0174997,147987,0003883,0147987,190719.72919300001,4157.94722676000
25,021,400300,25021400300,4003,Census Tract 4003,G5020,525897.00000000,0.00000000,+42.3470378,-071.1269879,5660329.90000000,129.94330000,4110,1672,0141510,123402,0003613,0123402,525863.96962200000,3521.02958170000
25,027,730902,25027730902,7309.02,Census Tract 7309.02,G5020,1857420.00000000,156565.00000000,+42.2667902,-071.8451056,21676788.52000000,497.63060000,3716,1158,0190144,171689,0004117,0171689,2013847.59363000002,5909.40477965000
25,027,730300,25027730300,7303,Census Tract 7303,G5020,2005169.00000000,0.00000000,+42.3082818,-071.7943837,21581921.62000000,495.45270000,4559,2123,0190102,171647,0004108,0171647,2005034.16045999993,7405.11006689000
25,025,081900,25025081900,819,Census Tract 819,G5020,433385.00000000,0.00000000,+42.3154742,-071.0896520,4664571.96000000,107.08380000,3115,1397,0175209,148199,0003938,0148199,433354.65747500001,3559.77601893000
25,027,730700,25027730700,7307,Census Tract 7307,G5020,8482542.00000000,111549.00000000,+42.2827787,-071.8597373,92499343.86000000,2123.49270000,6803,2804,0190126,171671,0004113,0171671,8593504.63893000036,13391.10210910000
25,025,081800,25025081800,818,Census Tract 818,G5020,373920.00000000,0.00000000,+42.3203184,-071.0800303,4024571.84000000,92.39150000,2898,1388,0175205,148195,0003937,0148195,373896.47801299999,3095.58298346000
25,027,737300,25027737300,7373,Census Tract 7373,G5020,14135024.00000000,734932.00000000,+42.2132775,-071.7522671,160046984.62000000,3674.17320000,6398,2511,0190322,171867,0004159,0171867,14868910.80230000056,17433.67691600000
25,021,400900,25021400900,4009,Census Tract 4009,G5020,383245.00000000,2025.00000000,+42.3332089,-071.1166155,4146715.87000000,95.19550000,3865,2017,0141534,123426,0003619,0123426,385244.04275999998,2872.98231734000
25,021,400800,25021400800,4008,Census Tract 4008,G5020,567433.00000000,5033.00000000,+42.3387738,-071.1173907,6161579.14000000,141.45040000,5630,2636,0141530,123422,0003618,0123422,572431.73239999998,3649.97533102000
25,021,401100,25021401100,4011,Census Tract 4011,G5020,4116857.00000000,109099.00000000,+42.3238531,-071.1420019,45484600.31000000,1044.18270000,4441,1629,0141542,123434,0003621,0123434,4225674.53861999977,11885.02202670000
25,021,401000,25021401000,4010,Census Tract 4010,G5020,640097.00000000,580.00000000,+42.3274299,-071.1219219,6895673.89000000,158.30290000,3149,1342,0141538,123430,0003620,0123430,640631.62457400002,3428.99978615000
25,021,400700,25021400700,4007,Census Tract 4007,G5020,606277.00000000,0.00000000,+42.3333165,-071.1248263,6525481.90000000,149.80450000,3598,1442,0141526,123418,0003617,0123418,606239.54606600001,3356.40005632000
25,027,728100,25027728100,7281,Census Tract 7281,G5020,35700813.00000000,2374328.00000000,+42.3281705,-071.8835053,409808849.32999998,9407.91670000,4126,1561,0190064,171609,0004100,0171609,38072640.24740000069,30034.12612890000
25,017,352800,25017352800,3528,Census Tract 3528,G5020,162598.00000000,0.00000000,+42.3713569,-071.0966847,1750075.08000000,40.17620000,2115,955,0102614,107043,0003467,0107043,162587.94307000001,2207.54838967000
25,017,352700,25017352700,3527,Census Tract 3527,G5020,159457.00000000,0.00000000,+42.3734743,-071.0935375,1716246.02000000,39.39960000,2057,1016,0102610,107039,0003466,0107039,159445.10527900001,2501.11696180000
25,017,353000,25017353000,3530,Census Tract 3530,G5020,334802.00000000,0.00000000,+42.3672284,-071.1035948,3603506.21000000,82.72510000,3584,2001,0102620,107049,0003469,0107049,334778.01948800002,2623.87620296000
25,017,352900,25017352900,3529,Census Tract 3529,G5020,295078.00000000,0.00000000,+42.3725128,-071.1031347,3175974.64000000,72.91030000,2646,1415,0102617,107046,0003468,0107046,295058.88466799998,2440.18816611000
25,027,739400,25027739400,7394,Census Tract 7394,G5020,10094543.00000000,44807.00000000,+42.2936009,-071.6951211,109131211.09000000,2505.30790000,8851,3363,0190351,171898,0004166,0171898,10138661.82990000024,12903.45696710000
