GEOID10,POP100_RE,HU100_RE,TAZ
250173593003003,64,20,1429
250173593004024,38,12,1424
250173593004014,3,1,1424
250173593004017,2,1,1424
250173593004007,102,56,1424
250173593004003,61,24,1424
250173593004045,0,0,1424
250173593004011,15,10,1424
250173593004029,58,22,1424
250173621001056,0,0,1445
250173593004032,33,14,1424
250173593004033,0,0,1424
250173822001006,11,5,1527
250173821001027,25,10,1514
250173821001025,19,8,1514
250173822004001,20,10,1527
250173822004000,9,5,1527
250173822001002,45,19,1527
250173821003020,0,0,1514
250173821003018,36,13,1514
250173821003006,0,0,1514
250173821003008,38,14,1514
250173822001009,24,10,1527
250173822001004,0,0,1527
250173822004002,20,8,1527
250173822001010,14,4,1527
250173821001028,36,13,1514
250173821003013,40,20,1514
250173821003007,36,14,1514
250173821003019,0,0,1514
250173821001030,0,0,1514
250173821001022,18,7,1514
250173821003021,0,0,1514
250173821003011,0,0,1514
250173822001011,23,10,1527
250173822001008,0,0,1527
250173821001026,13,6,1514
250173821003014,92,32,1514
250173822001007,0,0,1527
250173821003009,25,10,1514
250173821001029,0,0,1514
250173821003015,43,16,1514
250173821003022,0,0,1514
250173821003017,34,14,1514
250173822001000,13,5,1527
250173821005011,43,14,1516
250173821005013,43,15,1516
250173821004011,25,10,1515
250173821005017,23,8,1516
250173821005012,31,14,1516
250173822004016,0,0,1525
250173821005007,56,23,1516
250173821005016,0,0,1515
250173821004004,13,6,1515
250173821004001,390,139,1515
250173825002004,2,2,1517
250173821005005,112,30,1516
250173821005018,0,0,1515
250173821005009,54,19,1516
250173821005010,48,18,1516
250173821005006,27,15,1516
250173821004014,0,0,1515
250173821004002,116,38,1515
250173821004013,0,0,1515
250173821004010,53,18,1516
250173821004007,15,7,1515
250173821004012,14,7,1515
250173821004005,18,7,1515
250173821005015,0,0,1515
250173822004018,0,0,1525
250173821005014,209,141,1515
250173821005004,72,26,1516
250173821002012,19,9,1516
250173825001019,57,21,1517
250173821002013,45,16,1516
250173821002008,251,92,1516
250173825001020,10,2,1517
250173821005003,50,21,1516
250173821005002,94,34,1516
250173825001062,26,11,1517
250173825001006,43,15,1517
250173821005008,40,18,1516
250173821004008,21,11,1516
250173821002011,185,61,1516
250173821004006,54,25,1516
250173825001016,0,0,1517
250173821002015,70,28,1516
250173821004003,55,20,1516
250173821004009,14,7,1516
250173821002014,68,31,1516
250173825001011,54,18,1517
250173825001010,45,16,1517
250173825001012,80,26,1517
250173821005001,41,14,1516
250173825001008,111,50,1517
250173825001014,4,1,1517
250173821005000,30,13,1516
250173821002010,31,13,1516
250173825001021,29,11,1517
250173825001013,19,13,1517
250173821002009,29,11,1516
250173821002007,52,19,1516
250173821004000,33,11,1516
250173825001017,163,62,1517
250173825001018,13,4,1517
250173825001015,0,0,1517
250173825002005,0,0,1517
250173825002006,0,0,1523
250173825003001,0,0,1517
250173825001022,0,0,1518
250173825002002,35,11,1517
250173825001038,0,0,1519
250173825003002,0,0,1517
250173825001037,0,0,1519
250173825001036,0,0,1519
250173825003000,0,0,1517
250173825002001,0,0,1517
250173825002003,0,0,1517
250173825002000,49,19,1517
250173825001032,0,0,1519
250173825002007,48,17,1523
250173825001023,9,11,1518
250173826022003,0,0,1520
250173825001041,0,0,1519
250173825001026,0,0,1518
250173825001024,0,0,1518
250173825001042,0,0,1519
250173837001031,0,0,1555
250173837001029,0,0,1555
250173825001033,0,0,1519
250173826022000,0,0,1519
250173825001043,0,0,1519
250173825001044,266,167,1519
250173825001035,0,0,1519
250173825001025,2,1,1519
250173826022001,0,0,1520
250173825001034,0,0,1519
250173826022007,0,0,1520
250173825001040,0,0,1519
250173825001039,0,0,1519
250173826022021,0,0,1521
250173837001039,0,0,1556
250173826022008,0,0,1520
250173825001045,0,0,1522
250173826022013,0,0,1520
250173826022004,0,0,1520
250173826022011,0,0,1520
250173836002020,0,0,1560
250173826022009,0,0,1520
250173826022026,0,0,1520
250173836002023,0,0,1560
250173826022014,0,0,1520
250173836002009,0,0,1560
250173826022010,0,0,1520
250173836002008,0,0,1560
250173836002001,0,0,1560
250173836002011,0,0,1560
250173836002003,0,0,1560
250173836002022,0,0,1560
250173836002021,0,0,1560
250173836002019,0,0,1560
250173826022012,0,0,1520
250173836002002,0,0,1560
250173836002010,0,0,1560
250173826022002,148,203,1520
250173826022005,0,0,1520
250173826022027,0,0,1520
250173826022006,0,0,1520
250173826022015,191,78,1521
250173826022017,30,11,1522
250173826022022,69,25,1522
250173826022020,0,0,1521
250173826024012,92,28,1522
250173826022025,50,16,1522
250173826024001,99,32,1522
250173826022016,0,0,1521
250173826022019,0,0,1521
250173825003030,0,0,1524
250173826011000,0,0,1529
250173826023019,0,0,1522
250173836002013,0,0,1561
250173826023009,48,18,1522
250173826024011,95,31,1522
250173826021004,37,13,1522
250173826023011,46,15,1522
250173826023020,41,14,1522
250173826024007,1,1,1522
250173825003039,0,0,1528
250173826023005,81,31,1522
250173834001010,60,25,1574
250173835011003,8,2,1569
250173825003036,0,0,1522
250173826023016,28,9,1522
250173826023025,0,0,1528
250173826023010,43,17,1522
250173826023012,50,17,1522
250173826024003,25,9,1522
250173826024005,0,0,1522
250173835011000,12,6,1569
250173826024002,704,418,1522
250173825001050,32,15,1522
250173825001054,116,41,1522
250173825001056,37,10,1522
250173826021002,23,10,1522
250173826023001,76,26,1522
250173826021005,141,51,1522
250173826023023,78,30,1522
250173825003041,0,0,1528
250173826024010,0,0,1522
250173826024006,21,14,1522
250173826023008,24,11,1522
250173826023007,0,0,1522
250173826021001,24,10,1522
250173826023004,36,15,1522
250173825001048,65,20,1522
250173825001057,51,17,1522
250173826021007,32,15,1522
250173826023017,30,13,1522
250173834001022,81,35,1574
250173826024009,22,14,1522
250173825001052,21,8,1522
250173826023022,21,8,1522
250173834001016,68,26,1574
250173834001023,38,17,1574
250173825001060,27,12,1522
250173835011001,0,0,1569
250173835011009,0,0,1569
250173826023015,111,40,1522
250173826023014,59,20,1522
250173826024017,0,0,1528
250173826022024,25,7,1522
250173825001058,20,8,1522
250173825001047,76,29,1522
250173826021003,11,3,1522
250173826023021,30,12,1522
250173826021000,36,14,1522
250173826021009,94,39,1522
250173836002027,0,0,1561
250173835011002,1,1,1569
250173836002026,0,0,1560
250173836002024,0,0,1560
250173834001018,0,0,1574
250173834001021,18,6,1574
250173826013001,44,10,1530
250173825001055,0,0,1522
250173826022018,0,0,1522
250173826024015,0,0,1522
250173826013004,37,18,1529
250173826024004,38,16,1522
250173825001061,29,12,1522
250173826023018,99,35,1522
250173825001046,0,0,1522
250173826024013,79,21,1522
250173825001051,58,23,1522
250173826023024,32,10,1522
250173826023013,79,28,1522
250173826024014,46,15,1522
250173826021010,11,6,1522
250173826023000,240,90,1522
250173825001059,56,18,1522
250173826021008,20,9,1528
250173826024016,32,12,1522
250173826024008,55,15,1522
250173826023006,21,7,1522
250173826023003,86,37,1522
250173834001011,7,7,1574
250173835011004,591,295,1569
250173826024000,63,22,1522
250173825003032,0,0,1522
250173825001049,0,0,1522
250173835011010,0,0,1569
250173835011007,254,137,1569
250173836002025,0,0,1560
250173836002012,0,0,1561
250173834001017,188,82,1574
250173836002028,0,0,1561
250173834001012,4,1,1574
250173825001053,0,0,1522
250173826023002,65,23,1522
250173826021006,110,39,1522
250173826022023,311,115,1522
250173825002020,36,14,1524
250173825002008,29,13,1523
250173825002021,22,8,1524
250173344001008,0,0,1275
250173344001000,0,0,1274
250173343001019,232,79,1275
250173344001001,0,0,1274
250173344002001,1,1,1274
250173343001012,354,117,1275
250173344002019,0,0,1274
250173344002010,35,11,1274
250173344002000,64,28,1274
250173344001005,33,13,1275
250173344001004,83,35,1274
250173344002020,0,0,1274
250173344001002,109,32,1274
250173344002002,143,52,1274
250173343001004,51,17,1275
250173344001003,62,27,1274
250173343001009,88,31,1275
250173343001018,26,9,1275
250173343001007,0,0,1275
250173344001019,0,0,1275
250173344001014,0,0,1275
250173344001016,0,0,1275
250173344001017,0,0,1275
250173344001027,0,0,1275
250173343001010,0,0,1275
250173343001000,213,68,1275
250173343001013,110,34,1275
250173343001015,123,47,1275
250173343001002,0,0,1275
250173343001005,0,0,1275
250173343001006,0,0,1275
250173302001024,198,65,1280
250173343003001,25,11,1276
250173343001014,45,14,1275
250173343001011,312,105,1275
250173344001013,0,0,1275
250173343001003,0,0,1275
250173343001008,94,33,1275
250173343001021,0,0,1275
250173344001006,205,74,1275
250173343001001,127,42,1275
250173302002012,0,0,1284
250173343004000,189,64,1276
250173311022002,0,0,1286
250173302002019,349,109,1284
250173302002010,76,21,1284
250173343003008,45,14,1276
250173343003007,518,161,1276
250173343003000,24,7,1276
250173343003005,53,21,1276
250173343003003,75,21,1276
250173343004001,33,12,1276
250173343003006,35,13,1276
250173343003002,226,66,1276
250173311022025,0,0,1285
250173311022024,0,0,1285
250173343004003,32,11,1276
250173343003004,702,253,1276
250173311022023,0,0,1285
250173311022017,0,0,1286
250173302002009,29,10,1283
250173311022001,0,0,1286
250173311022016,0,0,1286
250092092004003,0,0,1204
250173301004005,243,78,1277
250173301005037,46,17,1277
250173301002007,0,0,1277
250173301004006,54,16,1277
250173301004008,47,18,1277
250173301002031,9,4,1277
250173301002009,393,136,1280
250173301005036,0,0,1277
250173301005006,0,0,1277
250173301005002,177,69,1277
250173301004009,135,46,1277
250173301002004,35,15,1277
250173301002012,0,0,1277
250173301005019,59,21,1277
250173301002005,12,4,1280
250173301002033,0,0,1279
250173301005038,43,13,1277
250173301004010,148,52,1277
250173301002030,30,18,1277
250173301002000,163,59,1277
250173301002029,0,0,1279
250173301002010,27,9,1280
250173301002008,43,19,1277
250173301004007,119,35,1278
250173301002006,0,0,1280
250173301002002,0,0,1204
250173301003019,9,4,1279
250173301002014,0,0,1277
250173301002016,16,7,1280
250173301005005,0,0,1278
250173301002013,153,60,1280
250173301002032,0,0,1279
250173155002003,8,4,1343
250173155002029,1,2,1343
250173155002048,4,1,1343
250173155002014,29,8,1343
250173155002015,31,8,1343
250173155002027,8,3,1343
250173154032006,75,24,1344
250173155006017,59,20,1343
250173155006007,57,23,1345
250173155006020,255,90,1343
250173155006013,211,92,1343
250173155006014,0,0,1343
250173155006008,84,27,1345
250173155006015,176,68,1343
250173154032016,3,1,1344
250173155002002,0,0,1343
250173155002021,0,0,1343
250173154031007,132,43,1344
250173154031013,38,14,1344
250173155002031,10,6,1343
250173155002032,2,1,1343
250173155002022,9,3,1343
250173155002017,15,5,1343
250173155006023,36,12,1343
250173155006025,32,7,1343
250173155006019,47,15,1343
250173155002016,24,7,1343
250173155002007,17,6,1343
250173155006006,31,12,1345
250173155006001,225,78,1345
250173154032008,29,8,1344
250173155001007,28,11,1345
250173155006010,0,0,1345
250173155006004,23,7,1345
250173155004011,89,30,1345
250173155002047,17,4,1343
250173155002046,16,6,1343
250173155002024,0,0,1343
250173155002010,28,8,1343
250173155006018,60,22,1343
250173154032004,26,11,1344
250173155002006,51,16,1343
250173155006021,17,4,1343
250173155006016,59,20,1343
250173155006022,30,10,1343
250173155002025,5,2,1343
250173155002009,9,3,1343
250173154031010,29,9,1344
250173155002043,4,2,1343
250173154031012,53,13,1344
250173154032007,42,16,1344
250173155002005,16,7,1343
250173155002012,19,4,1343
250173155002020,12,5,1343
250173155002026,3,1,1343
250173155001013,30,12,1345
250173154011033,28,10,1348
250173155001006,23,7,1345
250173155002008,11,4,1343
250173155002011,46,18,1343
250173155006000,6,3,1343
250173154032003,52,19,1344
250173154032015,37,10,1344
250173155002030,5,3,1343
250173155006003,0,0,1345
250173155002004,31,13,1343
250173155002013,30,12,1343
250173155002023,3,1,1343
250173155002033,6,2,1343
250173155002052,10,3,1343
250173155002019,27,9,1343
250173154031011,15,6,1344
250173155002000,60,18,1343
250173155001014,35,11,1345
250173155001015,28,10,1345
250173155002001,4,1,1343
250173155001008,26,9,1345
250173155002028,10,4,1343
250173155006024,0,0,1343
250173154031008,14,4,1344
250173154022013,181,63,1350
250173154011018,73,26,1348
250173154022020,61,19,1344
250173154022012,101,44,1350
250173154022025,112,37,1350
250173154011002,37,12,1350
250173154022019,38,12,1344
250173154011034,40,13,1348
250173154011015,0,0,1350
250173154011009,18,12,1350
250173154011012,20,12,1350
250173154011019,0,0,1350
250173154011007,17,13,1350
250173154022027,24,10,1350
250173154022014,60,20,1350
250173154031009,16,7,1344
250173154031003,57,18,1344
250173154031000,0,0,1344
250173154011011,4,1,1350
250173154022018,151,54,1344
250173154011017,25,9,1350
250173154011032,26,11,1348
250173154011013,24,18,1350
250173154022028,0,0,1344
250173154031004,88,29,1344
250173154011003,23,12,1350
250173154011030,36,11,1348
250173154011016,23,8,1350
250173154011000,134,47,1350
250173154011004,26,10,1350
250173154011005,0,0,1350
250173154011022,30,11,1348
250173154022023,0,0,1350
250173154011008,70,48,1350
250173154022021,0,0,1344
250173154011031,176,58,1348
250173154031002,7,3,1344
250173154022029,16,5,1350
250173154022017,0,0,1344
250173154031001,5,2,1344
250173154022030,0,0,1350
250173154011029,0,0,1348
250173155005013,39,12,1346
250173155001002,355,148,1345
250173155001009,229,73,1345
250173155005015,48,17,1346
250173155005004,11,3,1346
250173155001012,85,31,1345
250173155001011,61,24,1345
250173154011023,11,8,1348
250173154011028,15,11,1348
250173155001010,61,20,1345
250173155001005,2,1,1347
250173155005003,0,0,1346
250173155005012,25,11,1346
250173155005014,38,15,1346
250173152003005,55,22,1346
250173152003006,0,0,1346
250173152004046,26,8,1347
250173152003001,1,1,1352
250173155001001,262,133,1347
250173155005006,72,28,1346
250173154012007,12,5,1348
250173152003000,685,327,1352
250173152003014,1,1,1346
250173155005005,22,7,1346
250173155005001,68,25,1346
250173155005009,18,6,1346
250173152003004,0,0,1346
250173154012008,22,6,1348
250173155005017,37,14,1346
250173155005007,20,8,1346
250173155005010,63,19,1346
250173155005008,29,9,1346
250173155005016,21,10,1346
250173152004028,22,11,1354
250173152004048,24,10,1347
250173152003010,0,0,1354
250173155005000,789,272,1346
250173152004029,0,0,1352
250173152003002,15,7,1346
250173152004049,0,0,1347
250173155001000,156,42,1347
250173152004047,14,6,1347
250173155005011,23,7,1346
250173155005002,38,9,1346
250173155005018,155,49,1346
250173152003016,179,61,1346
250173152003003,40,15,1346
250173591002027,33,12,1428
250173591003021,34,10,1425
250173591003015,11,3,1425
250173593001009,57,28,1428
250173591002025,30,11,1427
250173591003012,367,159,1425
250173591002022,14,5,1427
250173593001016,31,15,1428
250173591003016,6,3,1425
250173591003025,0,0,1426
250173591002024,33,7,1427
250173591002023,33,17,1427
250173591003022,47,20,1425
250173593001017,57,21,1428
250173591002026,17,6,1428
250173591003009,35,14,1426
250173593001015,28,11,1428
250173593001010,0,0,1428
250173591002040,0,0,1426
250173591002019,0,0,1426
250173591002005,0,0,1426
250173591002031,28,10,1426
250173591002016,58,20,1426
250173591002015,76,27,1426
250173591002036,0,0,1427
250173591002017,0,0,1426
250173591002042,0,0,1427
250173591002018,0,0,1426
250173591002003,0,0,1426
250173591002006,0,0,1426
250173591002020,0,0,1426
250173591002039,17,8,1426
250173591002029,33,13,1427
250173593005013,168,53,1430
250173593002001,221,92,1430
250173593002002,134,64,1430
250173591002037,0,0,1427
250173593002003,79,42,1430
250173591002038,0,0,1427
250173593005047,4,1,1430
250173591002041,0,0,1427
250173591002021,187,141,1427
250173591002028,0,0,1428
250173593003023,14,5,1429
250173593003018,87,32,1429
250173593003021,0,0,1428
250173593001018,34,12,1428
250173593005005,0,0,1430
250173593003022,0,0,1428
250173593001012,27,18,1428
250173593005000,0,0,1428
250173593001011,249,100,1428
250173593003019,69,20,1429
250173593001013,30,10,1428
250173593001014,14,6,1428
250173591002030,0,0,1428
250173593002000,0,0,1428
250173593003020,31,11,1428
250173593003004,26,9,1429
250173593005018,0,0,1430
250173613001002,42,16,1432
250173593005011,0,0,1430
250173593003009,30,10,1429
250173593004023,2,1,1429
250173593005020,25,7,1429
250173593003006,78,35,1429
250173593003001,86,30,1429
250173593003002,41,19,1429
250173593003016,20,8,1429
250173593005001,8,2,1429
250173593004025,45,13,1429
250173593005049,0,0,1430
250173613005023,0,0,1443
250173593003012,38,16,1429
250173593003011,156,52,1429
250173593005017,0,0,1430
250173593003000,259,89,1429
250173593003014,28,13,1429
250173593005019,70,25,1430
250173593003007,133,38,1429
250173593003005,106,36,1429
250173593003008,193,70,1429
250173593005050,0,0,1430
250173593005003,125,39,1430
250173593005015,0,0,1430
250173593005048,0,0,1430
250173593003010,36,15,1429
250173593003013,18,6,1429
250173613001001,15,7,1432
250173613005000,0,0,1443
250173593005016,0,0,1430
250173593003015,35,13,1429
250173593003017,33,12,1429
250173593005002,178,63,1430
250173593002009,87,34,1430
250173613003000,4,1,1432
250173593002014,0,0,1430
250173593005006,170,60,1430
250173593002005,33,14,1430
250173593002007,56,24,1430
250173593005023,0,0,1431
250173593005004,117,39,1430
250173593005009,0,0,1430
250173593005010,0,0,1430
250173593005014,0,0,1430
250173593002013,5,1,1430
250173593002008,32,16,1430
250173593002006,83,33,1430
250173593002004,206,89,1430
250173593005024,0,0,1431
250173593005046,0,0,1431
250173593005033,0,0,1431
250173593005022,0,0,1431
250173593005036,0,0,1431
250173593005032,0,0,1431
250173593005027,0,0,1431
250173593005025,0,0,1431
250173613002005,22,7,1432
250173613002008,30,10,1432
250173613005031,0,0,1432
250173613001024,0,0,1432
250173613002007,0,0,1432
250173613003010,0,0,1432
250173613003007,0,0,1432
250173613001055,0,0,1432
250173613001011,42,18,1432
250173613005022,0,0,1432
250173613003052,0,0,1432
250173613001031,0,0,1432
250173613001025,0,0,1432
250173613001026,0,0,1432
250173613001050,0,0,1432
250173613001016,0,0,1432
250173613001036,0,0,1433
250173613002013,19,9,1434
250173613001014,91,35,1432
250173613005045,29,13,1432
250173613003031,0,0,1434
250173613005021,0,0,1443
250173613001023,0,0,1432
250173613001020,0,0,1432
250173613001033,3,1,1432
250173613002000,633,270,1432
250173613002001,7,2,1432
250173613002002,13,8,1432
250173613002010,21,6,1432
250173613003022,0,0,1434
250173613002003,0,0,1434
250173613003014,0,0,1432
250173613005030,2,2,1432
250173613005033,0,0,1432
250173613002004,0,0,1432
250173613001038,0,0,1432
250173613003041,0,0,1434
250173613001049,0,0,1432
250173613005041,0,0,1432
250173613003016,3,1,1432
250173613003035,5,1,1434
250173613003015,270,97,1432
250173613003009,0,0,1432
250173613001028,0,0,1432
250173613001051,0,0,1432
250173613001048,0,0,1432
250173613003008,0,0,1432
250173613005040,0,0,1432
250173613005018,0,0,1443
250173613005044,0,1,1432
250173613003058,80,27,1434
250173613001004,43,17,1432
250173613003051,0,0,1432
250173613001015,75,31,1432
250173613005019,49,24,1443
250173613002014,9,3,1434
250173613003056,0,0,1432
250173613005032,0,0,1432
250173613003002,97,42,1432
250173613001000,186,76,1432
250173613001012,15,5,1432
250173613001018,0,0,1432
250173613005035,0,0,1432
250173613001037,0,0,1433
250173613003004,194,74,1432
250173613001010,0,0,1432
250173613002016,121,109,1434
250173613005034,0,0,1432
250173613001007,38,12,1432
250173613003005,40,12,1432
250173613002006,20,7,1432
250173613002017,96,22,1434
250173613001003,195,73,1432
250173613005042,0,0,1432
250173613001009,5,3,1432
250173613002018,0,0,1434
250173613003013,0,0,1432
250173613003012,0,0,1432
250173613003011,0,0,1432
250173613003006,0,0,1432
250173613001058,0,0,1432
250173613003003,0,0,1432
250173613001019,0,0,1432
250173613001047,0,0,1432
250173613001021,0,0,1432
250173613001057,0,0,1432
250173613001059,0,0,1432
250173613003053,0,0,1432
250173613005029,0,0,1432
250173613001013,25,11,1432
250173613005028,0,0,1432
250173613005017,0,0,1443
250173613002015,35,15,1434
250173613003055,0,0,1432
250173613001032,0,0,1432
250173613001027,0,0,1432
250173613001030,0,0,1432
250173613001029,0,0,1432
250173613001017,0,0,1432
250173613001022,0,0,1432
250173613001052,0,0,1432
250173613001034,0,0,1432
250173613001053,0,0,1432
250173613003024,25,8,1434
250173613005043,0,0,1432
250173613001006,34,13,1432
250173613003023,56,21,1434
250173613002009,58,20,1432
250173613003054,0,0,1432
250173613001008,0,0,1432
250173613002012,4,3,1432
250173613001035,15,5,1433
250173613001054,0,0,1434
250173613002011,21,7,1432
250173613005020,0,0,1443
250173613002020,64,20,1434
250173613002019,58,22,1434
250173613003021,29,12,1434
250173613001005,31,9,1432
250173613003029,24,8,1434
250092151012026,0,0,1194
250092151012021,0,0,1194
250092151012013,4,1,1194
250092151013008,0,0,1193
250092151012007,3,1,1194
250092151012011,0,0,1194
250092151023036,0,0,1196
250092151012020,74,29,1194
250092151013005,0,0,1193
250092151013002,27,9,1193
250092231001103,7,3,1941
250092151012028,0,0,1194
250092151012004,32,12,1194
250092151013004,38,16,1193
250092151012035,0,0,1194
250092151012036,0,0,1194
250092151012029,0,0,1194
250092151012030,0,0,1194
250092151012038,0,0,1192
250092151012032,0,0,1194
250092151012027,0,0,1194
250092151012024,0,0,1194
250092151012022,0,0,1194
250092151012017,0,0,1194
250092151012040,136,42,1192
250092151012015,1,2,1194
250092151023008,18,7,1196
250092151023035,18,8,1196
250092151013000,207,68,1193
250092151012059,0,0,1194
250092151012008,0,0,1194
250092151012006,0,0,1194
250092231001093,0,0,1941
250092151012018,20,7,1194
250092151012012,64,23,1194
250092151012000,174,56,1194
250092151013007,0,0,1193
250092151012023,0,0,1194
250092151012005,36,10,1194
250092151012019,0,0,1194
250092151012041,0,0,1192
250092151012010,143,54,1194
250092151012031,0,0,1194
250092151013006,75,19,1193
250092151012033,0,0,1194
250092151012014,60,27,1194
250092151012016,54,18,1194
250092151012001,5,1,1194
250092151012003,107,39,1194
250092151012039,0,0,1193
250092151013003,32,9,1193
250092151012025,0,0,1194
250092151012002,0,0,1194
250092151012034,0,0,1194
250092151012037,70,21,1192
250092151012009,99,39,1194
250092151013001,32,12,1193
250092151012043,75,25,1192
250092151013014,25,10,1193
250092151021011,9,3,1195
250092151023031,13,6,1195
250092151022008,84,27,1195
250092161002002,0,0,1190
250092161001006,47,16,1190
250092161001003,88,29,1190
250092161001004,6,2,1190
250092161002004,30,8,1190
250092151021018,0,1,1195
250092151023020,103,32,1195
250092151023026,0,0,1195
250092151021006,6,17,1195
250092151022005,19,9,1195
250092151023027,21,6,1195
250092151024000,44,19,1195
250092151024002,49,20,1195
250092151024017,0,0,1195
250092161002007,251,90,1191
250092151024008,34,12,1195
250092151024001,38,16,1195
250092151024019,13,6,1195
250092151023021,15,5,1196
250092151021029,79,31,1195
250092151013017,29,9,1193
250092151023034,7,2,1195
250092151021023,0,8,1195
250092151021027,19,7,1195
250092151023032,20,8,1195
250092151022001,74,26,1195
250092151024021,0,0,1195
250092151021032,12,7,1195
250092151021030,1,9,1195
250092151022000,20,8,1195
250092151023028,48,16,1195
250092151024005,14,8,1195
250092151024013,14,6,1195
250092151013016,0,0,1193
250092151021016,20,8,1195
250092151013015,1,1,1193
250092151024009,13,5,1195
250092151024006,19,8,1195
250092151023025,60,24,1195
250092151024003,83,65,1195
250092151024015,16,8,1195
250092151023022,409,149,1195
250092151021007,16,5,1195
250092151021001,0,2,1195
250092151024018,15,7,1195
250092161002010,0,0,1190
250092151023030,31,9,1195
250092151021017,12,7,1195
250092151021008,0,0,1195
250092151021014,2,5,1195
250092151021005,0,0,1195
250092151021024,6,4,1195
250092151021021,16,8,1195
250092151021028,20,11,1195
250092151021012,0,2,1195
250092151022002,0,0,1195
250092151023024,0,0,1196
250092151021015,38,16,1195
250092151021009,7,3,1195
250092151021002,0,12,1195
250092151021004,0,5,1195
250092151024010,50,20,1195
250092151021022,0,0,1195
250092151023033,3,2,1195
250092151024020,29,11,1195
250092151022009,40,13,1195
250092161002003,170,69,1190
250092161002000,40,18,1190
250092161001001,6,2,1190
250092151022007,23,10,1195
250092151021019,0,3,1195
250092151023023,14,5,1195
250092151021010,2,10,1195
250092151021020,0,1,1195
250092161001005,51,22,1190
250092151021013,52,22,1195
250092151022012,77,23,1195
250092151022011,45,14,1195
250092151023029,5,4,1195
250092151024004,19,9,1195
250092151024007,19,8,1195
250092151013018,0,0,1193
250092151024016,30,12,1195
250092151022004,410,151,1195
250092151022006,11,5,1195
250092151024012,12,4,1195
250092151022010,18,4,1195
250092151024011,33,13,1195
250092151024014,43,13,1195
250092151022003,9,2,1195
250092151023003,0,0,1945
250092151023005,0,0,1196
250092231001101,1,1,1941
250092231001100,0,0,1941
250092233002044,0,0,1945
250092151023016,1,1,1196
250092233002040,3,3,1945
250092151023013,0,0,1196
250092151023012,9,5,1196
250092151023000,0,0,1944
250092233002050,0,0,1196
250092233002045,3,2,1945
250092151023009,21,10,1196
250092233002043,0,0,1196
250092151023011,1,1,1196
250092231001099,6,2,1941
250092151023002,21,9,1196
250092151023004,0,0,1945
250092151023019,0,0,1196
250092151023018,0,0,1196
250092151023007,12,7,1196
250092151023015,0,0,1196
250092151023010,7,3,1196
250092151023014,0,0,1196
250092151023017,24,5,1196
250092151023001,0,0,1196
250092091005039,0,0,1197
250092091005023,0,0,1197
250092091002021,0,0,1197
250092091003039,4,2,1198
250092091003040,75,29,1198
250092091002020,50,17,1199
250092091005022,12,4,1198
250092091005021,216,75,1198
250092091002019,46,17,1199
250092091005028,0,0,1198
250092091005024,0,0,1197
250092091005032,0,0,1197
250092091005027,0,0,1198
250092091005030,56,19,1199
250092091003025,0,0,1200
250092091005011,41,14,1198
250092091003041,0,0,1198
250092091005020,0,0,1198
250092091005019,55,17,1198
250092091005018,38,15,1198
250092091003038,0,0,1200
250092091005026,0,0,1198
250092091005017,30,9,1198
250092091005007,0,0,1200
250092091005015,0,0,1198
250092091003037,0,0,1200
250092091005041,0,1,1198
250092091005010,0,0,1198
250092091005016,45,14,1198
250092091003024,0,0,1200
250092091005014,209,121,1198
250092091005009,0,0,1200
250092104004058,0,0,1206
250092104004060,148,51,1206
250092091002014,39,13,1199
250092091002024,0,0,1199
250092091001017,29,8,1199
250092091002032,52,16,1199
250092091003034,0,0,1200
250092091003033,0,0,1200
250092091003027,0,0,1200
250092104004056,65,48,1206
250092104004067,0,0,1206
250092091001018,0,0,1199
250092091001019,0,0,1199
250092091001016,63,23,1199
250092091002008,0,0,1199
250092091002017,12,4,1199
250092091002009,0,0,1199
250092091002002,15,5,1199
250092091002004,0,0,1199
250092091001021,0,0,1199
250092091002000,0,0,1199
250092091002018,0,0,1199
250092091002023,0,0,1199
250092091002026,0,0,1199
250092091002030,34,15,1199
250092091003031,0,0,1200
250092091001024,127,47,1201
250092091001022,0,0,1201
250092091003028,0,0,1200
250092091001020,2,1,1199
250092091002028,0,0,1199
250092104004059,89,60,1206
250092091002006,0,0,1199
250092104004055,0,0,1206
250092091001025,31,12,1201
250092091002027,0,0,1199
250092091002003,0,0,1199
250092091003026,46,14,1200
250092091002015,0,0,1201
250092091001006,32,12,1201
250092091002016,113,83,1199
250092091003029,0,0,1200
250092091002011,0,0,1199
250092091002013,71,23,1199
250092091002033,35,15,1199
250092091001023,6,2,1201
250092091002012,0,0,1199
250092091002022,14,7,1199
250092091005035,27,10,1199
250092091002031,26,12,1199
250092091002010,0,0,1199
250092091003030,0,0,1200
250092091002007,26,13,1199
250092091002005,28,14,1199
250092091002034,0,0,1199
250173301004003,439,134,1278
250173301003009,23,9,1279
250173301003003,0,0,1279
250173302001009,15,4,1279
250173301001010,66,22,1278
250173301003004,0,0,1279
250173302001007,408,91,1279
250173301005018,104,26,1278
250173301004002,35,10,1278
250173301001009,159,54,1278
250173301001000,377,128,1278
250173301004001,241,79,1278
250173301001013,61,23,1278
250173301001003,0,0,1278
250173302001011,82,30,1279
250173301001011,42,15,1278
250173301001012,90,30,1278
250173302001008,2,1,1279
250173301003006,73,30,1278
250173301003007,33,11,1278
250173302001010,39,12,1279
250173301003008,1,1,1278
250173301003000,638,227,1279
250173301003005,0,0,1279
